Date,tmp_air_max,tmp_air_min,sns_drt,rpr_hail,rpr_snow,rpr_gale,stations,Kinneret_Level,rain_mm,year,month,day,rain_day,rain_yesterday,rain_yesterday_mm,Change_from_last_day,KinneretInPrecent
1969-01-29,8.258064516129032,3.5161290322580645,138.0,1.0,1.0,1.0,31,-208.32,94.67796610169492,1969,1,29,1,1.0,185.55,0.040000000000020464,0.9969558599695614
1969-01-30,12.43225806451613,2.5774193548387094,462.0,0.0,0.0,0.0,31,-208.3,5.917808219178082,1969,1,30,1,1.0,94.67796610169492,0.01999999999998181,1.0
1969-02-01,13.636666666666667,8.263333333333332,60.0,0.0,0.0,0.0,30,-208.33,64.66371681415929,1969,2,1,1,1.0,45.03508771929825,-0.020000000000010232,0.9954337899543377
1969-02-02,17.849999999999998,7.64,525.0,0.0,0.0,0.0,30,-208.34,0.0,1969,2,2,0,1.0,64.66371681415929,-0.009999999999990905,0.9939117199391184
1969-02-03,17.99333333333333,6.973333333333333,558.0,0.0,0.0,0.0,30,-208.35,2.0,1969,2,3,1,0.0,0.0,-0.009999999999990905,0.9923896499238991
1969-02-04,18.363333333333333,7.403333333333334,405.0,0.0,0.0,0.0,30,-208.38,0.0,1969,2,4,0,1.0,2.0,-0.030000000000001137,0.9878234398782368
1969-02-05,18.586666666666666,8.413333333333334,270.0,0.0,0.0,0.0,30,-208.42,0.0,1969,2,5,0,0.0,0.0,-0.03999999999999204,0.9817351598173553
1969-02-06,19.496666666666666,6.826666666666666,537.0,0.0,0.0,0.0,30,-208.45,16.0,1969,2,6,1,0.0,0.0,-0.030000000000001137,0.9771689497716929
1969-02-07,19.23333333333333,8.253333333333332,525.0,1.0,0.0,1.0,30,-208.49,156.89743589743588,1969,2,7,1,1.0,16.0,-0.040000000000020464,0.971080669710807
1969-02-08,14.813793103448274,7.844827586206898,285.0,1.0,0.0,1.0,29,-208.51,59.63559322033898,1969,2,8,1,1.0,156.89743589743588,-0.01999999999998181,0.9680365296803684
1969-02-09,16.31,7.726666666666668,498.0,0.0,0.0,0.0,30,-208.52,13.25,1969,2,9,1,1.0,59.63559322033898,-0.010000000000019327,0.9665144596651447
1969-02-10,16.43,5.1482758620689655,468.0,0.0,0.0,0.0,30,-208.55,0.0,1969,2,10,0,1.0,13.25,-0.030000000000001137,0.9619482496194824
1969-02-11,17.513333333333335,5.6,570.0,0.0,0.0,0.0,30,-208.57,0.0,1969,2,11,0,0.0,0.0,-0.01999999999998181,0.9589041095890438
1969-02-12,17.88333333333333,8.041379310344828,186.0,0.0,0.0,0.0,30,-208.62,10.32,1969,2,12,1,0.0,0.0,-0.05000000000001137,0.9512937595129386
1969-02-13,15.436666666666666,7.779310344827587,477.0,0.0,0.0,0.0,30,-208.66,0.0,1969,2,13,0,1.0,10.32,-0.03999999999999204,0.945205479452057
1969-02-14,16.926666666666666,4.6,567.0,0.0,0.0,0.0,30,-208.69,0.0,1969,2,14,0,0.0,0.0,-0.030000000000001137,0.9406392694063948
1969-02-15,18.40666666666667,6.948275862068966,414.0,0.0,0.0,0.0,30,-208.72,0.0,1969,2,15,0,0.0,0.0,-0.030000000000001137,0.9360730593607325
1969-02-16,21.04,11.906896551724138,108.0,0.0,0.0,0.0,30,-208.76,0.0,1969,2,16,0,0.0,0.0,-0.03999999999999204,0.9299847792998508
1969-02-17,22.063333333333336,12.799999999999997,6.0,0.0,0.0,0.0,30,-208.81,1.2,1969,2,17,1,0.0,0.0,-0.05000000000001137,0.9223744292237456
1969-02-18,19.18,11.27931034482759,540.0,0.0,0.0,0.0,30,-208.85,1.6,1969,2,18,1,1.0,1.2,-0.03999999999999204,0.916286149162864
1969-02-19,16.18333333333333,9.275862068965516,492.0,1.0,0.0,0.0,30,-208.88,4.064516129032258,1969,2,19,1,1.0,1.6,-0.030000000000001137,0.9117199391172017
1969-02-20,15.493333333333332,6.70344827586207,270.0,0.0,0.0,0.0,30,-208.91,3.3333333333333335,1969,2,20,1,1.0,4.064516129032258,-0.030000000000001137,0.9071537290715395
1969-02-21,16.486666666666665,3.9,537.0,0.0,0.0,0.0,30,-208.91,0.1111111111111111,1969,2,21,1,1.0,3.3333333333333335,0.0,0.9071537290715395
1969-02-22,15.703333333333338,6.029999999999999,42.0,0.0,0.0,0.0,30,-208.91,0.08333333333333333,1969,2,22,1,1.0,0.1111111111111111,0.0,0.9071537290715395
1969-02-23,19.92,7.883333333333334,480.0,0.0,0.0,0.0,30,-208.91,0.0,1969,2,23,0,1.0,0.08333333333333333,0.0,0.9071537290715395
1969-02-24,18.916666666666664,8.433333333333334,588.0,0.0,0.0,0.0,30,-208.91,0.0,1969,2,24,0,0.0,0.0,0.0,0.9071537290715395
1969-02-25,22.356666666666673,7.073333333333333,594.0,0.0,0.0,0.0,30,-208.92,0.0,1969,2,25,0,0.0,0.0,-0.009999999999990905,0.9056316590563201
1969-02-26,25.34666666666667,12.763333333333332,519.0,0.0,0.0,0.0,30,-208.92,1.0,1969,2,26,1,0.0,0.0,0.0,0.9056316590563201
1969-02-27,21.548275862068966,13.544827586206894,168.0,0.0,0.0,0.0,29,-208.91,0.0,1969,2,27,0,1.0,1.0,0.009999999999990905,0.9071537290715395
1969-02-28,19.58,10.4,555.0,0.0,0.0,0.0,30,-208.91,0.0,1969,2,28,0,0.0,0.0,0.0,0.9071537290715395
1969-03-01,21.3,7.442857142857143,390.0,0.0,0.0,0.0,28,-208.91,0.0,1969,3,1,0,0.0,0.0,0.0,0.9071537290715395
1969-03-02,25.455172413793104,12.341379310344827,288.0,0.0,0.0,0.0,29,-208.91,0.0,1969,3,2,0,0.0,0.0,0.0,0.9071537290715395
1969-03-03,23.50689655172414,12.43793103448276,300.0,0.0,0.0,0.0,29,-208.91,0.0,1969,3,3,0,0.0,0.0,0.0,0.9071537290715395
1969-03-04,23.310344827586203,10.89655172413793,480.0,0.0,0.0,0.0,29,-208.9,0.0,1969,3,4,0,0.0,0.0,0.009999999999990905,0.9086757990867588
1969-03-05,25.02758620689655,12.50344827586207,330.0,0.0,0.0,0.0,29,-208.9,0.0,1969,3,5,0,0.0,0.0,0.0,0.9086757990867588
1969-03-06,24.806896551724137,15.968965517241378,180.0,0.0,0.0,0.0,29,-208.9,1.2222222222222223,1969,3,6,1,0.0,0.0,0.0,0.9086757990867588
1969-03-07,22.46896551724138,13.375862068965516,330.0,0.0,0.0,1.0,29,-208.9,21.372881355932204,1969,3,7,1,1.0,1.2222222222222223,0.0,0.9086757990867588
1969-03-08,18.551724137931036,10.886206896551725,492.0,0.0,0.0,0.0,29,-208.89,0.4444444444444444,1969,3,8,1,1.0,21.372881355932204,0.010000000000019327,0.9101978691019824
1969-03-09,16.41034482758621,8.86896551724138,6.0,0.0,0.0,0.0,29,-208.89,48.42982456140351,1969,3,9,1,1.0,0.4444444444444444,0.0,0.9101978691019824
1969-03-10,16.29655172413793,10.082758620689656,402.0,0.0,0.0,0.0,29,-208.89,29.067961165048544,1969,3,10,1,1.0,48.42982456140351,0.0,0.9101978691019824
1969-03-11,17.6448275862069,8.110344827586205,276.0,0.0,0.0,0.0,29,-208.9,1.0,1969,3,11,1,1.0,29.067961165048544,-0.010000000000019327,0.9086757990867588
1969-03-12,19.158620689655173,5.637931034482756,612.0,0.0,0.0,0.0,29,-208.91,0.0,1969,3,12,0,1.0,1.0,-0.009999999999990905,0.9071537290715395
1969-03-13,18.642857142857142,5.6071428571428585,552.0,0.0,0.0,0.0,28,-208.92,0.0,1969,3,13,0,0.0,0.0,-0.009999999999990905,0.9056316590563201
1969-03-14,17.862068965517246,9.265517241379309,564.0,0.0,0.0,0.0,29,-208.93,6.181818181818182,1969,3,14,1,0.0,0.0,-0.010000000000019327,0.9041095890410965
1969-03-15,18.16551724137931,7.551724137931035,360.0,0.0,0.0,0.0,29,-208.92,3.0,1969,3,15,1,1.0,6.181818181818182,0.010000000000019327,0.9056316590563201
1969-03-16,23.07241379310345,7.762068965517242,462.0,0.0,0.0,0.0,29,-208.92,0.0,1969,3,16,0,1.0,3.0,0.0,0.9056316590563201
1969-03-17,24.510344827586202,13.955172413793104,114.0,0.0,0.0,0.0,29,-208.92,1.72,1969,3,17,1,0.0,0.0,0.0,0.9056316590563201
1969-03-18,22.975862068965515,13.289655172413795,120.0,0.0,0.0,0.0,29,-208.92,47.68376068376068,1969,3,18,1,1.0,1.72,0.0,0.9056316590563201
1969-03-19,18.74642857142857,11.482758620689655,318.0,1.0,0.0,1.0,29,-208.92,185.00877192982455,1969,3,19,1,1.0,47.68376068376068,0.0,0.9056316590563201
1969-03-20,16.814285714285713,12.057142857142859,318.0,1.0,0.0,1.0,28,-208.91,278.19827586206895,1969,3,20,1,1.0,185.00877192982455,0.009999999999990905,0.9071537290715395
1969-03-21,16.603448275862068,10.696551724137931,168.0,1.0,0.0,1.0,29,-208.87,212.18260869565216,1969,3,21,1,1.0,278.19827586206895,0.03999999999999204,0.913242009132421
1969-03-22,14.485714285714284,10.10357142857143,36.0,1.0,0.0,1.0,28,-208.83,180.4051724137931,1969,3,22,1,1.0,212.18260869565216,0.03999999999999204,0.9193302891933026
1969-03-23,15.110344827586209,9.717241379310343,138.0,1.0,0.0,1.0,29,-208.76,86.22522522522523,1969,3,23,1,1.0,180.4051724137931,0.0700000000000216,0.9299847792998508
1969-03-24,17.651724137931033,10.175862068965518,474.0,0.0,0.0,0.0,29,-208.7,6.333333333333333,1969,3,24,1,1.0,86.22522522522523,0.060000000000002274,0.9391171993911754
1969-03-25,22.58275862068966,9.499999999999998,186.0,0.0,0.0,0.0,29,-208.68,0.0,1969,3,25,0,1.0,6.333333333333333,0.01999999999998181,0.9421613394216141
1969-03-26,25.679310344827588,9.448275862068966,510.0,0.0,0.0,0.0,29,-208.71,0.0,1969,3,26,0,0.0,0.0,-0.030000000000001137,0.9375951293759518
1969-03-27,25.472413793103446,15.525925925925927,0.0,0.0,0.0,0.0,29,-208.73,0.0,1969,3,27,0,0.0,0.0,-0.01999999999998181,0.9345509893455131
1969-03-28,22.664285714285715,12.744827586206897,444.0,0.0,0.0,0.0,29,-208.74,0.0,1969,3,28,0,0.0,0.0,-0.010000000000019327,0.9330289193302894
1969-03-29,25.021428571428565,14.559259259259258,378.0,0.0,0.0,1.0,28,-208.76,2.5,1969,3,29,1,0.0,0.0,-0.01999999999998181,0.9299847792998508
1969-03-30,20.432142857142853,13.0,600.0,0.0,0.0,0.0,29,-208.78,0.0,1969,3,30,0,1.0,2.5,-0.020000000000010232,0.9269406392694078
1969-03-31,24.231034482758623,10.627586206896549,60.0,0.0,0.0,0.0,29,-208.81,6.76595744680851,1969,3,31,1,0.0,0.0,-0.030000000000001137,0.9223744292237456
1969-04-01,18.50357142857143,10.578571428571427,582.0,1.0,0.0,0.0,29,-208.85,10.125,1969,4,1,1,1.0,6.76595744680851,-0.03999999999999204,0.916286149162864
1969-04-02,17.92142857142857,7.321428571428571,600.0,0.0,0.0,0.0,29,-208.87,0.0,1969,4,2,0,1.0,10.125,-0.020000000000010232,0.913242009132421
1969-04-03,20.88571428571429,7.271428571428571,240.0,0.0,0.0,0.0,29,-208.9,6.086956521739131,1969,4,3,1,0.0,0.0,-0.030000000000001137,0.9086757990867588
1969-04-04,20.199999999999996,11.61071428571429,240.0,1.0,0.0,0.0,29,-208.92,73.32727272727273,1969,4,4,1,1.0,6.086956521739131,-0.01999999999998181,0.9056316590563201
1969-04-05,19.24074074074074,8.355555555555554,570.0,0.0,0.0,0.0,28,-208.92,16.90909090909091,1969,4,5,1,1.0,73.32727272727273,0.0,0.9056316590563201
1969-04-06,19.48888888888889,9.95185185185185,600.0,0.0,0.0,0.0,28,-208.93,0.0,1969,4,6,0,1.0,16.90909090909091,-0.010000000000019327,0.9041095890410965
1969-04-07,20.164285714285715,7.162962962962963,618.0,0.0,0.0,0.0,29,-208.93,0.0,1969,4,7,0,0.0,0.0,0.0,0.9041095890410965
1969-04-08,21.264285714285712,6.460714285714286,276.0,0.0,0.0,0.0,29,-208.93,0.0,1969,4,8,0,0.0,0.0,0.0,0.9041095890410965
1969-04-09,22.050000000000004,9.764285714285714,72.0,0.0,0.0,0.0,29,-208.94,0.8888888888888888,1969,4,9,1,0.0,0.0,-0.009999999999990905,0.9025875190258772
1969-04-10,25.153571428571432,12.375,582.0,0.0,0.0,0.0,29,-208.94,1.0,1969,4,10,1,1.0,0.8888888888888888,0.0,0.9025875190258772
1969-04-11,19.453571428571422,11.357142857142858,570.0,0.0,0.0,0.0,29,-208.94,4.7272727272727275,1969,4,11,1,1.0,1.0,0.0,0.9025875190258772
1969-04-12,14.185185185185185,9.818518518518518,270.0,1.0,0.0,1.0,28,-208.94,6.564102564102564,1969,4,12,1,1.0,4.7272727272727275,0.0,0.9025875190258772
1969-04-13,17.985714285714284,8.110714285714284,690.0,0.0,0.0,0.0,29,-208.95,4.6,1969,4,13,1,1.0,6.564102564102564,-0.009999999999990905,0.9010654490106579
1969-04-14,24.992857142857137,6.107142857142857,648.0,0.0,0.0,0.0,29,-208.95,8.970149253731343,1969,4,14,1,1.0,4.6,0.0,0.9010654490106579
1969-04-15,20.54827586206897,13.762068965517242,48.0,0.0,0.0,0.0,29,-208.95,16.14864864864865,1969,4,15,1,1.0,8.970149253731343,0.0,0.9010654490106579
1969-04-16,20.320689655172412,13.76206896551724,558.0,1.0,0.0,1.0,29,-208.95,83.12380952380953,1969,4,16,1,1.0,16.14864864864865,0.0,0.9010654490106579
1969-04-17,16.9551724137931,9.686206896551724,540.0,1.0,0.0,1.0,29,-208.95,62.1,1969,4,17,1,1.0,83.12380952380953,0.0,0.9010654490106579
1969-04-18,19.444827586206895,10.289655172413795,648.0,0.0,0.0,0.0,29,-208.94,1.0,1969,4,18,1,1.0,62.1,0.009999999999990905,0.9025875190258772
1969-04-19,23.734482758620693,8.568965517241379,720.0,0.0,0.0,0.0,29,-208.93,0.0,1969,4,19,0,1.0,1.0,0.009999999999990905,0.9041095890410965
1969-04-20,24.03103448275862,9.010344827586207,714.0,0.0,0.0,0.0,29,-208.92,0.0,1969,4,20,0,0.0,0.0,0.010000000000019327,0.9056316590563201
1969-04-21,22.941379310344836,9.189655172413792,726.0,0.0,0.0,0.0,29,-208.92,0.0,1969,4,21,0,0.0,0.0,0.0,0.9056316590563201
1969-04-22,27.337931034482757,9.26896551724138,540.0,0.0,0.0,0.0,29,-208.91,0.0,1969,4,22,0,0.0,0.0,0.009999999999990905,0.9071537290715395
1969-04-23,28.299999999999997,15.972413793103453,438.0,0.0,0.0,0.0,29,-208.9,0.0,1969,4,23,0,0.0,0.0,0.009999999999990905,0.9086757990867588
1969-04-24,26.24642857142857,15.48965517241379,264.0,0.0,0.0,0.0,29,-208.89,0.0,1969,4,24,0,0.0,0.0,0.010000000000019327,0.9101978691019824
1969-04-25,29.428571428571434,14.48571428571428,516.0,0.0,0.0,0.0,29,-208.88,0.0,1969,4,25,0,0.0,0.0,0.009999999999990905,0.9117199391172017
1969-04-26,21.42592592592593,12.24074074074074,684.0,0.0,0.0,0.0,28,-208.88,0.0,1969,4,26,0,0.0,0.0,0.0,0.9117199391172017
1969-04-27,22.385714285714283,8.892857142857142,720.0,0.0,0.0,0.0,29,-208.88,0.0,1969,4,27,0,0.0,0.0,0.0,0.9117199391172017
1969-04-28,23.525000000000002,10.135714285714286,696.0,0.0,0.0,0.0,29,-208.88,0.0,1969,4,28,0,0.0,0.0,0.0,0.9117199391172017
1969-04-29,23.525,11.164285714285713,738.0,0.0,0.0,0.0,29,-208.89,0.0,1969,4,29,0,0.0,0.0,-0.009999999999990905,0.9101978691019824
1969-04-30,24.22142857142858,9.421428571428573,720.0,0.0,0.0,0.0,29,-208.89,0.0,1969,4,30,0,0.0,0.0,0.0,0.9101978691019824
1969-05-01,28.46785714285715,9.335714285714285,528.0,0.0,0.0,0.0,28,-208.9,0.0,1969,5,1,0,0.0,0.0,-0.010000000000019327,0.9086757990867588
1969-05-02,26.262962962962963,16.03703703703704,390.0,0.0,0.0,0.0,28,-208.9,1.2,1969,5,2,1,0.0,0.0,0.0,0.9086757990867588
1969-05-03,21.436000000000003,14.608000000000002,540.0,0.0,0.0,0.0,27,-208.9,8.666666666666666,1969,5,3,1,1.0,1.2,0.0,0.9086757990867588
1969-05-04,22.94074074074074,11.166666666666666,540.0,0.0,0.0,0.0,28,-208.91,0.25,1969,5,4,1,1.0,8.666666666666666,-0.009999999999990905,0.9071537290715395
1969-05-05,23.14642857142857,10.896428571428572,570.0,0.0,0.0,0.0,28,-208.91,3.5,1969,5,5,1,1.0,0.25,0.0,0.9071537290715395
1969-05-06,23.289285714285715,13.114285714285716,396.0,0.0,0.0,0.0,28,-208.91,5.0,1969,5,6,1,1.0,3.5,0.0,0.9071537290715395
1969-05-07,25.657142857142855,13.37142857142857,624.0,0.0,0.0,0.0,28,-208.92,0.0,1969,5,7,0,1.0,5.0,-0.009999999999990905,0.9056316590563201
1969-05-08,28.196428571428573,11.617857142857144,720.0,0.0,0.0,0.0,28,-208.92,0.0,1969,5,8,0,0.0,0.0,0.0,0.9056316590563201
1969-05-09,31.914285714285718,13.932142857142855,600.0,0.0,0.0,0.0,28,-208.91,0.0,1969,5,9,0,0.0,0.0,0.009999999999990905,0.9071537290715395
1969-05-10,26.85925925925926,17.477777777777774,360.0,0.0,0.0,0.0,27,-208.92,1.8823529411764706,1969,5,10,1,0.0,0.0,-0.009999999999990905,0.9056316590563201
1969-05-11,27.325000000000006,16.260714285714283,36.0,0.0,0.0,0.0,28,-208.92,2.175,1969,5,11,1,1.0,1.8823529411764706,0.0,0.9056316590563201
1969-05-12,29.37857142857143,21.046428571428574,132.0,0.0,0.0,0.0,28,-208.92,1.6666666666666667,1969,5,12,1,1.0,2.175,0.0,0.9056316590563201
1969-05-13,25.871428571428574,16.710714285714285,600.0,0.0,0.0,0.0,28,-208.92,0.0,1969,5,13,0,1.0,1.6666666666666667,0.0,0.9056316590563201
1969-05-14,24.239285714285707,11.99642857142857,720.0,0.0,0.0,0.0,28,-208.92,5.0,1969,5,14,1,0.0,0.0,0.0,0.9056316590563201
1969-05-15,24.52857142857143,12.889285714285714,480.0,0.0,0.0,0.0,28,-208.93,0.0,1969,5,15,0,1.0,5.0,-0.010000000000019327,0.9041095890410965
1969-05-16,28.228571428571435,11.832142857142857,744.0,0.0,0.0,0.0,28,-208.93,0.0,1969,5,16,0,0.0,0.0,0.0,0.9041095890410965
1969-05-17,32.410714285714285,16.377777777777776,606.0,1.0,0.0,0.0,28,-208.93,15.71875,1969,5,17,1,0.0,0.0,0.0,0.9041095890410965
1969-05-18,26.38518518518519,15.496428571428572,720.0,0.0,0.0,0.0,28,-208.94,0.0,1969,5,18,0,1.0,15.71875,-0.009999999999990905,0.9025875190258772
1969-05-19,27.400000000000002,14.122222222222225,720.0,0.0,0.0,0.0,28,-208.94,0.0,1969,5,19,0,0.0,0.0,0.0,0.9025875190258772
1969-05-20,34.05555555555555,15.78148148148148,702.0,0.0,0.0,0.0,28,-208.93,0.0,1969,5,20,0,0.0,0.0,0.009999999999990905,0.9041095890410965
1969-05-21,37.75416666666667,21.899999999999995,762.0,0.0,0.0,0.0,28,-208.93,0.0,1969,5,21,0,0.0,0.0,0.0,0.9041095890410965
1969-05-22,40.63928571428572,24.846153846153843,720.0,0.0,0.0,0.0,28,-208.94,0.0,1969,5,22,0,0.0,0.0,-0.009999999999990905,0.9025875190258772
1969-05-23,37.90370370370371,23.84074074074074,690.0,0.0,0.0,0.0,28,-208.94,0.0,1969,5,23,0,0.0,0.0,0.0,0.9025875190258772
1969-05-24,29.903846153846157,18.29615384615385,606.0,0.0,0.0,0.0,27,-208.94,0.0,1969,5,24,0,0.0,0.0,0.0,0.9025875190258772
1969-05-25,27.11538461538461,16.434615384615384,540.0,0.0,0.0,0.0,27,-208.94,0.0,1969,5,25,0,0.0,0.0,0.0,0.9025875190258772
1969-05-26,27.43333333333334,16.08888888888889,630.0,0.0,0.0,0.0,28,-208.95,0.0,1969,5,26,0,0.0,0.0,-0.009999999999990905,0.9010654490106579
1969-05-27,28.792307692307695,16.323076923076925,666.0,0.0,0.0,0.0,27,-208.96,0.0,1969,5,27,0,0.0,0.0,-0.010000000000019327,0.8995433789954342
1969-05-28,29.685185185185187,15.692592592592591,720.0,0.0,0.0,0.0,28,-208.96,0.0,1969,5,28,0,0.0,0.0,0.0,0.8995433789954342
1969-05-29,31.18888888888889,15.796428571428573,720.0,0.0,0.0,0.0,28,-208.96,0.0,1969,5,29,0,0.0,0.0,0.0,0.8995433789954342
1969-05-30,35.43703703703703,17.955555555555552,780.0,0.0,0.0,0.0,28,-208.95,0.0,1969,5,30,0,0.0,0.0,0.010000000000019327,0.9010654490106579
1969-05-31,37.31111111111111,20.951851851851853,696.0,0.0,0.0,0.0,28,-208.95,0.0,1969,5,31,0,0.0,0.0,0.0,0.9010654490106579
1969-06-01,39.85925925925926,21.7962962962963,738.0,0.0,0.0,0.0,27,-208.94,0.0,1969,6,1,0,0.0,0.0,0.009999999999990905,0.9025875190258772
1969-06-02,41.38928571428572,23.203571428571433,750.0,0.0,0.0,1.0,28,-208.94,0.0,1969,6,2,0,0.0,0.0,0.0,0.9025875190258772
1969-06-03,38.42142857142858,25.28571428571429,756.0,0.0,0.0,0.0,28,-208.93,0.0,1969,6,3,0,0.0,0.0,0.009999999999990905,0.9041095890410965
1969-06-04,35.31428571428571,21.28571428571428,744.0,0.0,0.0,0.0,28,-208.93,0.0,1969,6,4,0,0.0,0.0,0.0,0.9041095890410965
1969-06-05,30.97777777777778,20.457142857142856,708.0,0.0,0.0,0.0,28,-208.93,0.0,1969,6,5,0,0.0,0.0,0.0,0.9041095890410965
1969-06-06,29.58214285714286,17.91071428571428,690.0,0.0,0.0,0.0,28,-208.93,0.0,1969,6,6,0,0.0,0.0,0.0,0.9041095890410965
1969-06-07,31.37407407407407,17.753846153846155,660.0,0.0,0.0,0.0,27,-208.93,0.0,1969,6,7,0,0.0,0.0,0.0,0.9041095890410965
1969-06-08,33.496428571428574,16.996428571428574,768.0,0.0,0.0,0.0,28,-208.93,0.0,1969,6,8,0,0.0,0.0,0.0,0.9041095890410965
1969-06-09,31.71071428571429,18.967857142857145,690.0,0.0,0.0,0.0,28,-208.93,0.0,1969,6,9,0,0.0,0.0,0.0,0.9041095890410965
1969-06-10,29.471428571428568,17.74285714285714,690.0,0.0,0.0,0.0,28,-208.93,0.0,1969,6,10,0,0.0,0.0,0.0,0.9041095890410965
